"Genes";"Ppol_1";"Ppol_2";"HB27_1";"HB27_2";"mean";"cluster"
"TT_C0700";-0.547;0.496;-0.58;-0.759;-0.347;"Intermediate"
"TT_C0701";0.471;0.813;1.332;1.851;1.117;"Highly Permissive"
"TT_C0702";0.079;0.461;-0.016;0.311;0.209;"Intermediate"
"TT_C0703";-0.68;-0.84;-0.093;-0.309;-0.481;"Intermediate"
"TT_C0704";-0.204;0.893;-0.137;0.509;0.265;"Intermediate"
"TT_C0705";-0.535;-0.831;-0.459;-0.585;-0.602;"Intermediate"
"TT_C0706";-0.593;-0.109;-0.702;-0.799;-0.551;"Intermediate"
"TT_C0707";-0.833;0.087;-0.574;-0.65;-0.493;"Intermediate"
"TT_C0708";-0.516;-0.92;-0.557;-0.411;-0.601;"Intermediate"
"TT_C0709";-0.92;-0.92;-0.153;-0.799;-0.698;"Intermediate"
"TT_C0710";-0.727;-0.92;-0.742;-0.383;-0.693;"Intermediate"
"TT_C0711";-0.82;-0.887;-0.581;-0.74;-0.757;"Intermediate"
"TT_C0712";1.472;0.471;0.017;1.295;0.814;"Highly Permissive"
"TT_C0713";1.098;-0.047;0.954;0.573;0.644;"Highly Permissive"
"TT_C0714";-0.759;-0.92;-0.443;-0.53;-0.663;"Intermediate"
"TT_C0715";-0.739;-0.92;-0.508;-0.408;-0.644;"Intermediate"
"TT_C0716";0.974;1.041;2.209;0.871;1.274;"Highly Permissive"
"TT_C0717";-0.456;-0.421;-0.121;0.292;-0.176;"Intermediate"
"TT_C0718";0.607;-0.219;0.979;1.279;0.661;"Highly Permissive"
"TT_C0719";-0.463;-0.866;-0.445;-0.609;-0.596;"Intermediate"
"TT_C0720";-0.197;-0.799;-0.641;-0.618;-0.563;"Intermediate"
"TT_C0721";-0.314;-0.92;-0.595;-0.705;-0.633;"Intermediate"
"TT_C0722";-0.92;-0.92;-0.768;-0.48;-0.772;"Intermediate"
"TT_C0723";0.029;0.55;-0.272;-0.428;-0.03;"Intermediate"
"TT_C0724";-0.649;-0.792;-0.628;-0.775;-0.711;"Less Permissive"
"TT_C0725";-0.455;0.864;-0.643;-0.799;-0.258;"Intermediate"
"TT_C0726";-0.746;-0.261;-0.814;-0.747;-0.642;"Intermediate"
"TT_C0727";-0.172;-0.92;-0.42;-0.384;-0.474;"Intermediate"
"TT_C0728";0.003;-0.92;-0.471;0.072;-0.329;"Intermediate"
"TT_C0729";-0.764;-0.92;-0.65;-0.564;-0.725;"Intermediate"
"TT_C0730";-0.276;0.437;-0.455;-0.7;-0.248;"Intermediate"
"TT_C0731";-0.764;-0.92;-0.459;-0.768;-0.727;"Intermediate"
"TT_C0732";-0.835;-0.257;-0.687;-0.737;-0.629;"Intermediate"
"TT_C0733";0.122;0.228;-0.476;0.592;0.117;"Intermediate"
"TT_C0734";0.094;0.132;-0.35;0.161;0.009;"Intermediate"
"TT_C0735";-0.827;-0.298;-0.463;-0.497;-0.521;"Intermediate"
"TT_C0736";0.276;-0.92;-0.303;-0.718;-0.416;"Intermediate"
"TT_C0737";-0.841;0.635;-0.684;-0.753;-0.411;"Intermediate"
"TT_C0738";-0.157;-0.162;-0.048;-0.163;-0.132;"Intermediate"
"TT_C0741";-0.92;0.721;-0.699;-0.676;-0.393;"Intermediate"
"TT_C0742";-0.662;-0.569;-0.625;-0.581;-0.609;"Intermediate"
"TT_C0743";-0.659;-0.92;-0.661;-0.759;-0.749;"Less Permissive"
"TT_C0744";-0.126;1.142;0.829;1.345;0.798;"Highly Permissive"
"TT_C0745";-0.624;-0.309;-0.661;-0.643;-0.559;"Intermediate"
"TT_C0746";-0.399;-0.652;-0.456;-0.571;-0.519;"Intermediate"
"TT_C0747";-0.385;-0.539;-0.323;0.12;-0.282;"Intermediate"
"TT_C0748";-0.222;-0.32;-0.4;-0.544;-0.372;"Intermediate"
"TT_C0749";-0.699;0.162;-0.602;-0.499;-0.41;"Intermediate"
"TT_C0750";-0.675;-0.92;-0.612;-0.724;-0.733;"Less Permissive"
"TT_C0751";-0.92;-0.92;-0.682;-0.752;-0.818;"Less Permissive"
"TT_C0752";-0.651;-0.52;-0.581;-0.662;-0.604;"Intermediate"
"TT_C0753";-0.92;-0.92;-0.633;-0.799;-0.818;"Less Permissive"
"TT_C0754";-0.274;-0.537;-0.327;-0.743;-0.47;"Intermediate"
"TT_C0755";-0.422;-0.703;-0.403;-0.682;-0.552;"Intermediate"
"TT_C0756";-0.826;-0.92;-0.812;-0.69;-0.812;"Less Permissive"
"TT_C0757";-0.92;-0.92;-0.673;-0.799;-0.828;"Less Permissive"
"TT_C0758";0.334;-0.159;0.746;1.103;0.506;"Intermediate"
"TT_C0759";-0.671;-0.566;-0.698;-0.748;-0.671;"Intermediate"
"TT_C0760";0.043;-0.684;-0.662;-0.709;-0.503;"Intermediate"
"TT_C0761";-0.076;-0.889;-0.683;-0.311;-0.49;"Intermediate"
"TT_C0762";-0.669;-0.92;-0.845;-0.799;-0.808;"Less Permissive"
"TT_C0763";-0.518;-0.888;-0.53;-0.531;-0.617;"Intermediate"
"TT_C0764";-0.599;-0.827;-0.514;-0.77;-0.678;"Intermediate"
"TT_C0765";0.309;0.696;1.151;1.433;0.897;"Highly Permissive"
"TT_C0766";1.323;2.017;2.238;2.52;2.024;"Highly Permissive"
"TT_C0767";-0.776;1.238;-0.581;-0.673;-0.198;"Intermediate"
"TT_C0768";0.043;-0.92;-0.845;-0.799;-0.63;"Intermediate"
"TT_C0769";-0.33;-0.92;-0.757;-0.799;-0.701;"Intermediate"
"TT_C0770";0.626;1.144;0.36;0.52;0.662;"Highly Permissive"
"TT_C0771";0.876;2.22;0.968;1.359;1.356;"Highly Permissive"
"TT_C0772";-0.539;-0.92;-0.552;-0.609;-0.655;"Intermediate"
"TT_C0773";-0.92;0.803;-0.682;-0.799;-0.4;"Intermediate"
"TT_C0774";-0.357;-0.92;-0.637;-0.513;-0.607;"Intermediate"
"TT_C0775";3.694;1.519;1.178;2.205;2.149;"Highly Permissive"
"TT_C0776";0.473;2.101;1.359;1.435;1.342;"Highly Permissive"
"TT_C0777";-0.481;-0.92;-0.568;-0.728;-0.674;"Intermediate"
"TT_C0778";0.486;0.649;0.472;0.771;0.595;"Highly Permissive"
"TT_C0779";-0.772;-0.329;-0.632;-0.712;-0.611;"Intermediate"
"TT_C0780";-0.805;-0.846;-0.544;-0.666;-0.715;"Intermediate"
"TT_C0781";-0.017;1.449;-0.318;0.22;0.334;"Intermediate"
"TT_C0782";-0.92;-0.86;-0.687;-0.799;-0.817;"Less Permissive"
"TT_C0783";0.024;0.666;0.555;1.055;0.575;"Highly Permissive"
"TT_C0784";-0.67;-0.92;-0.294;-0.299;-0.546;"Intermediate"
"TT_C0785";0.419;1.344;-0.156;1.003;0.653;"Highly Permissive"
"TT_C0786";0.054;-0.92;-0.845;-0.799;-0.628;"Intermediate"
"TT_C0787";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0788";-0.42;-0.298;-0.182;-0.658;-0.389;"Intermediate"
"TT_C0789";0.647;1.155;1.935;1.979;1.429;"Highly Permissive"
"TT_C0790";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0791";-0.92;0.187;-0.741;-0.74;-0.554;"Intermediate"
"TT_C0792";2.184;1.521;2.452;2.11;2.067;"Highly Permissive"
"TT_C0793";-0.652;0.097;-0.42;-0.541;-0.379;"Intermediate"
"TT_C0794";1.246;0.464;1.329;1.173;1.053;"Highly Permissive"
"TT_C0795";-0.591;-0.486;-0.343;-0.425;-0.461;"Intermediate"
"TT_C0796";-0.374;0.733;0.417;0.119;0.224;"Intermediate"
"TT_C0797";-0.371;-0.92;-0.686;-0.65;-0.657;"Intermediate"
"TT_C0798";-0.451;-0.92;-0.773;-0.463;-0.652;"Intermediate"
"TT_C0799";0.016;1.908;0.934;0.768;0.907;"Highly Permissive"
"TT_C0800";0.708;1.321;1.965;1.749;1.436;"Highly Permissive"
"TT_C0801";-0.859;-0.88;-0.494;-0.728;-0.74;"Intermediate"
"TT_C0802";-0.661;-0.92;-0.346;-0.72;-0.662;"Intermediate"
"TT_C0803";0.275;0.019;-0.525;0.081;-0.038;"Intermediate"
"TT_C0804";-0.063;-0.92;-0.665;-0.754;-0.6;"Intermediate"
"TT_C0805";0.046;1.14;0.217;0.603;0.502;"Intermediate"
"TT_C0806";-0.865;-0.92;-0.416;-0.643;-0.711;"Intermediate"
"TT_C0807";0.46;-0.92;-0.656;-0.701;-0.454;"Intermediate"
"TT_C0808";0.722;1.146;1.196;1.636;1.175;"Highly Permissive"
"TT_C0809";-0.776;-0.229;-0.196;-0.013;-0.303;"Intermediate"
"TT_C0810";-0.457;-0.403;-0.523;-0.046;-0.357;"Intermediate"
"TT_C0811";0.289;1.321;0.128;0.689;0.606;"Highly Permissive"
"TT_C0812";-0.591;-0.824;-0.612;-0.74;-0.692;"Intermediate"
"TT_C0813";-0.869;-0.02;-0.577;-0.769;-0.559;"Intermediate"
"TT_C0814";-0.411;-0.253;-0.708;-0.668;-0.51;"Intermediate"
"TT_C0815";0.018;0.357;-0.732;-0.767;-0.281;"Intermediate"
"TT_C0816";3.18;2.976;-0.582;1.939;1.878;"Highly Permissive"
"TT_C0817";0.082;-0.209;-0.442;-0.553;-0.28;"Intermediate"
"TT_C0818";-0.149;-0.576;-0.489;-0.371;-0.396;"Intermediate"
"TT_C0819";-0.198;1.009;0.033;0.744;0.397;"Intermediate"
"TT_C0820";0.088;-0.843;-0.762;-0.535;-0.513;"Intermediate"
"TT_C0821";-0.324;-0.92;-0.845;-0.799;-0.722;"Intermediate"
"TT_C0822";1.627;1.869;2.185;2.009;1.922;"Highly Permissive"
"TT_C0823";-0.73;-0.509;0.18;-0.113;-0.293;"Intermediate"
"TT_C0824";0.183;-0.221;-0.57;-0.346;-0.239;"Intermediate"
"TT_C0825";-0.163;-0.603;-0.689;-0.26;-0.429;"Intermediate"
"TT_C0826";-0.565;-0.162;-0.246;-0.502;-0.369;"Intermediate"
"TT_C0827";-0.346;-0.86;-0.234;-0.447;-0.472;"Intermediate"
"TT_C0828";-0.726;-0.92;-0.637;-0.551;-0.708;"Intermediate"
"TT_C0829";-0.92;-0.92;-0.302;-0.799;-0.735;"Intermediate"
"TT_C0830";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0831";-0.474;-0.332;-0.647;-0.741;-0.549;"Intermediate"
"TT_C0832";-0.365;-0.82;-0.79;-0.799;-0.693;"Intermediate"
"TT_C0833";-0.92;-0.872;-0.718;-0.671;-0.795;"Less Permissive"
"TT_C0834";-0.619;-0.92;-0.497;-0.026;-0.515;"Intermediate"
"TT_C0835";1.045;0.817;0.408;0.55;0.705;"Highly Permissive"
"TT_C0836";-0.111;1.15;0.662;-0.137;0.391;"Intermediate"
"TT_C0837";-0.467;-0.668;-0.675;-0.702;-0.628;"Intermediate"
"TT_C0838";-0.566;0.914;-0.137;0.849;0.265;"Intermediate"
"TT_C0839";-0.415;-0.199;-0.327;-0.315;-0.314;"Intermediate"
"TT_C0840";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0841";-0.848;-0.007;-0.698;-0.715;-0.567;"Intermediate"
"TT_C0842";-0.321;-0.92;-0.808;-0.59;-0.66;"Intermediate"
"TT_C0843";-0.29;0.419;-0.588;-0.723;-0.296;"Intermediate"
"TT_C0844";0.763;2.368;1.832;2.117;1.77;"Highly Permissive"
"TT_C0847";-0.192;0.909;0.715;1.329;0.69;"Highly Permissive"
"TT_C0848";-0.543;-0.233;-0.457;-0.615;-0.462;"Intermediate"
"TT_C0849";-0.428;-0.274;-0.311;-0.613;-0.406;"Intermediate"
"TT_C0850";0.037;0.299;0.067;-0.027;0.094;"Intermediate"
"TT_C0851";-0.274;0.984;-0.447;-0.4;-0.035;"Intermediate"
"TT_C0852";-0.44;-0.258;0.001;0.266;-0.108;"Intermediate"
"TT_C0853";-0.346;0.368;0.551;-0.089;0.121;"Intermediate"
"TT_C0854";-0.92;-0.92;-0.631;-0.693;-0.791;"Less Permissive"
"TT_C0855";0.337;-0.92;-0.646;-0.755;-0.496;"Intermediate"
"TT_C0856";-0.798;-0.35;-0.62;-0.692;-0.615;"Intermediate"
"TT_C0857";-0.316;0.076;-0.558;-0.516;-0.329;"Intermediate"
"TT_C0858";-0.612;-0.92;-0.434;-0.799;-0.691;"Intermediate"
"TT_C0859";-0.049;-0.92;-0.816;-0.655;-0.61;"Intermediate"
"TT_C0860";1.473;0.777;1.289;1.35;1.222;"Highly Permissive"
"TT_C0861";-0.201;-0.335;0.031;0.073;-0.108;"Intermediate"
"TT_C0862";0.523;0.281;0.764;0.125;0.423;"Intermediate"
"TT_C0863";-0.207;0.473;-0.689;-0.685;-0.277;"Intermediate"
"TT_C0864";-0.529;-0.401;-0.35;-0.749;-0.507;"Intermediate"
"TT_C0865";-0.295;1.39;-0.281;-0.225;0.147;"Intermediate"
"TT_C0866";-0.307;-0.307;-0.609;-0.716;-0.485;"Intermediate"
"TT_C0867";-0.373;-0.296;-0.405;-0.59;-0.416;"Intermediate"
"TT_C0868";0.072;-0.722;-0.531;-0.533;-0.428;"Intermediate"
"TT_C0869";-0.358;-0.92;-0.631;-0.706;-0.653;"Intermediate"
"TT_C0870";-0.541;0.703;-0.648;-0.318;-0.201;"Intermediate"
"TT_C0871";-0.719;-0.572;-0.606;-0.724;-0.655;"Intermediate"
"TT_C0872";1.28;1.877;2.51;2.042;1.927;"Highly Permissive"
"TT_C0873";-0.261;-0.479;-0.272;-0.469;-0.37;"Intermediate"
"TT_C0874";-0.148;-0.782;-0.325;-0.734;-0.497;"Intermediate"
"TT_C0875";-0.012;-0.347;-0.741;-0.602;-0.426;"Intermediate"
"TT_C0876";-0.15;-0.438;-0.661;-0.708;-0.489;"Intermediate"
"TT_C0877";-0.654;0.111;-0.595;-0.515;-0.413;"Intermediate"
"TT_C0878";-0.92;-0.92;-0.473;-0.39;-0.676;"Intermediate"
"TT_C0879";-0.526;0.075;-0.699;-0.736;-0.472;"Intermediate"
"TT_C0880";-0.311;0.484;-0.568;-0.564;-0.24;"Intermediate"
"TT_C0881";-0.723;-0.92;-0.706;-0.573;-0.73;"Intermediate"
"TT_C0882";-0.467;-0.408;-0.084;-0.402;-0.34;"Intermediate"
"TT_C0883";-0.512;-0.533;0.19;0.278;-0.144;"Intermediate"
"TT_C0884";-0.027;1.908;0.784;0.922;0.897;"Highly Permissive"
"TT_C0885";1.685;1.653;1.567;2.073;1.745;"Highly Permissive"
"TT_C0886";-0.244;-0.4;-0.481;-0.706;-0.458;"Intermediate"
"TT_C0887";0.273;0.321;0.263;0.818;0.419;"Intermediate"
"TT_C0888";0.289;1.197;0.539;1.759;0.946;"Highly Permissive"
"TT_C0889";1.225;1.241;1.011;1.12;1.149;"Highly Permissive"
"TT_C0890";0.145;-0.92;-0.245;-0.522;-0.385;"Intermediate"
"TT_C0891";1.996;1.571;2.972;1.329;1.967;"Highly Permissive"
"TT_C0892";-0.442;-0.92;-0.798;-0.799;-0.74;"Intermediate"
"TT_C0893";0.111;0.052;-0.2;0.501;0.116;"Intermediate"
"TT_C0894";-0.525;0.017;-0.734;-0.799;-0.51;"Intermediate"
"TT_C0895";-0.526;-0.607;-0.594;-0.544;-0.568;"Intermediate"
"TT_C0896";-0.26;0.361;-0.481;-0.46;-0.21;"Intermediate"
"TT_C0897";-0.597;0.919;-0.538;-0.621;-0.209;"Intermediate"
"TT_C0898";-0.473;0.104;-0.662;-0.528;-0.39;"Intermediate"
"TT_C0899";-0.386;-0.275;0.77;1.756;0.466;"Intermediate"
"TT_C0900";-0.26;-0.28;0.578;0.123;0.04;"Intermediate"
"TT_C0901";-0.387;0.79;-0.555;-0.618;-0.193;"Intermediate"
"TT_C0902";-0.034;1.158;0.212;-0.048;0.322;"Intermediate"
"TT_C0903";-0.56;-0.478;-0.676;-0.702;-0.604;"Intermediate"
"TT_C0904";-0.416;-0.271;-0.669;-0.408;-0.441;"Intermediate"
"TT_C0905";-0.793;-0.92;-0.514;-0.761;-0.747;"Intermediate"
"TT_C0906";-0.39;-0.9;-0.597;-0.418;-0.576;"Intermediate"
"TT_C0907";-0.394;-0.421;-0.622;-0.502;-0.485;"Intermediate"
"TT_C0908";-0.046;0.158;-0.307;-0.57;-0.191;"Intermediate"
"TT_C0909";2.342;0.224;0.033;0.483;0.77;"Highly Permissive"
"TT_C0910";-0.566;-0.871;0.193;-0.754;-0.5;"Intermediate"
"TT_C0911";-0.92;-0.92;-0.607;-0.799;-0.811;"Less Permissive"
"TT_C0912";-0.087;-0.04;-0.262;-0.14;-0.132;"Intermediate"
"TT_C0913";-0.785;-0.92;-0.797;-0.719;-0.805;"Less Permissive"
"TT_C0914";0.44;-0.296;0.504;-0.206;0.111;"Intermediate"
"TT_C0915";0.658;-0.56;-0.454;-0.466;-0.206;"Intermediate"
"TT_C0916";-0.92;-0.92;-0.566;-0.301;-0.677;"Intermediate"
"TT_C0917";2.155;2.32;2.538;2.833;2.462;"Highly Permissive"
"TT_C0918";-0.151;-0.816;-0.477;-0.343;-0.447;"Intermediate"
"TT_C0919";0.008;-0.391;1.131;0.888;0.409;"Intermediate"
"TT_C0920";0.206;-0.005;0.85;1.365;0.604;"Highly Permissive"
"TT_C0921";-0.133;-0.92;-0.596;-0.702;-0.588;"Intermediate"
"TT_C0922";0.405;1.322;0.855;1.089;0.918;"Highly Permissive"
"TT_C0923";-0.265;-0.895;-0.477;-0.645;-0.571;"Intermediate"
"TT_C0924";0.64;0.853;1.103;0.777;0.843;"Highly Permissive"
"TT_C0925";-0.694;-0.192;-0.649;-0.799;-0.583;"Intermediate"
"TT_C0926";-0.71;-0.851;-0.733;-0.559;-0.713;"Intermediate"
"TT_C0927";-0.92;-0.92;-0.714;-0.71;-0.816;"Less Permissive"
"TT_C0928";0.829;0.067;2.113;0.991;1;"Highly Permissive"
"TT_C0929";-0.4;-0.92;-0.587;-0.704;-0.653;"Intermediate"
"TT_C0930";-0.92;0.551;-0.758;-0.656;-0.446;"Intermediate"
"TT_C0931";-0.172;-0.875;-0.469;-0.603;-0.53;"Intermediate"
"TT_C0932";-0.275;-0.92;-0.737;-0.69;-0.655;"Intermediate"
"TT_C0933";-0.507;-0.92;-0.082;-0.746;-0.563;"Intermediate"
"TT_C0934";-0.416;-0.69;-0.462;-0.711;-0.57;"Intermediate"
"TT_C0935";-0.225;-0.454;-0.638;-0.048;-0.341;"Intermediate"
"TT_C0938";-0.668;0.133;-0.612;-0.586;-0.433;"Intermediate"
"TT_C0939";-0.92;-0.197;-0.39;-0.753;-0.565;"Intermediate"
"TT_C0940";-0.595;-0.92;-0.426;-0.578;-0.63;"Intermediate"
"TT_C0941";-0.453;0.405;-0.67;-0.799;-0.379;"Intermediate"
"TT_C0942";-0.019;-0.014;-0.61;-0.513;-0.289;"Intermediate"
"TT_C0943";-0.92;-0.789;-0.845;-0.799;-0.838;"Less Permissive"
"TT_C0944";-0.516;0.589;-0.311;-0.596;-0.209;"Intermediate"
"TT_C0945";0.155;-0.311;-0.441;0.042;-0.139;"Intermediate"
"TT_C0946";-0.539;-0.71;-0.454;-0.719;-0.605;"Intermediate"
"TT_C0947";0.357;0.024;0.348;0.422;0.288;"Intermediate"
"TT_C0948";-0.844;-0.71;-0.629;-0.527;-0.678;"Intermediate"
"TT_C0949";-0.554;-0.896;-0.531;-0.488;-0.617;"Intermediate"
"TT_C0950";-0.29;0.182;-0.475;-0.687;-0.318;"Intermediate"
"TT_C0951";-0.879;-0.095;-0.601;-0.529;-0.526;"Intermediate"
"TT_C0952";-0.264;-0.756;-0.597;-0.451;-0.517;"Intermediate"
"TT_C0953";-0.347;-0.001;-0.111;-0.673;-0.283;"Intermediate"
"TT_C0954";0.138;-0.284;-0.348;-0.736;-0.307;"Intermediate"
"TT_C0955";-0.92;-0.92;-0.423;-0.551;-0.703;"Intermediate"
"TT_C0956";-0.814;-0.357;-0.374;-0.406;-0.488;"Intermediate"
"TT_C0957";-0.241;-0.824;-0.366;-0.549;-0.495;"Intermediate"
"TT_C0958";-0.079;-0.758;-0.534;-0.428;-0.45;"Intermediate"
"TT_C0959";0.329;0.586;0.821;1.066;0.701;"Highly Permissive"
"TT_C0960";1.117;1.657;1.852;2.056;1.67;"Highly Permissive"
"TT_C0961";0.185;0.439;-0.483;0.078;0.055;"Intermediate"
"TT_C0962";-0.513;-0.92;-0.779;-0.397;-0.652;"Intermediate"
"TT_C0963";-0.555;-0.92;-0.387;-0.685;-0.637;"Intermediate"
"TT_C0964";-0.05;-0.92;-0.366;-0.515;-0.463;"Intermediate"
"TT_C0965";0.827;1.196;0.458;0.767;0.812;"Highly Permissive"
"TT_C0966";0.962;-0.028;1.842;1.31;1.021;"Highly Permissive"
"TT_C0967";-0.275;0.693;-0.207;-0.443;-0.058;"Intermediate"
"TT_C0968";0.449;0.784;1.886;0.614;0.933;"Highly Permissive"
"TT_C0969";-0.706;0.711;-0.59;-0.526;-0.278;"Intermediate"
"TT_C0970";-0.859;-0.148;-0.721;-0.628;-0.589;"Intermediate"
"TT_C0971";-0.475;-0.85;-0.344;-0.529;-0.55;"Intermediate"
"TT_C0972";-0.214;-0.365;-0.507;-0.725;-0.453;"Intermediate"
"TT_C0973";-0.271;-0.887;-0.594;-0.496;-0.562;"Intermediate"
"TT_C0974";-0.439;-0.299;-0.136;-0.108;-0.246;"Intermediate"
"TT_C0975";-0.066;-0.019;-0.591;-0.574;-0.312;"Intermediate"
"TT_C0976";-0.411;-0.92;-0.459;-0.623;-0.603;"Intermediate"
"TT_C0977";0.415;-0.106;-0.2;0.132;0.06;"Intermediate"
"TT_C0978";1.251;2.016;1.36;1.347;1.493;"Highly Permissive"
"TT_C0979";1.398;1.437;-0.736;-0.034;0.516;"Intermediate"
"TT_C0980";0.263;1.213;0.485;0.653;0.653;"Highly Permissive"
"TT_C0981";-0.554;-0.681;-0.726;-0.685;-0.662;"Intermediate"
"TT_C0982";-0.856;-0.879;-0.261;-0.554;-0.637;"Intermediate"
"TT_C0983";-0.92;-0.92;-0.752;-0.683;-0.819;"Less Permissive"
"TT_C0984";-0.09;-0.827;-0.064;-0.411;-0.348;"Intermediate"
"TT_C0985";0.491;-0.854;0.145;0.522;0.076;"Intermediate"
"TT_C0986";-0.672;-0.892;-0.414;-0.699;-0.669;"Intermediate"
"TT_C0987";0.444;1.385;0.198;1.085;0.778;"Highly Permissive"
"TT_C0988";-0.445;0.318;-0.724;-0.737;-0.397;"Intermediate"
"TT_C0989";-0.824;-0.345;-0.811;-0.688;-0.667;"Intermediate"
"TT_C0990";0.108;0.207;0.454;0.672;0.36;"Intermediate"
"TT_C0991";-0.783;-0.749;-0.797;-0.498;-0.707;"Intermediate"
"TT_C0992";-0.309;-0.92;-0.707;-0.799;-0.684;"Intermediate"
"TT_C0993";-0.92;0.723;-0.656;-0.799;-0.413;"Intermediate"
"TT_C0994";-0.78;-0.874;-0.7;-0.638;-0.748;"Less Permissive"
"TT_C0995";1.032;0.882;-0.32;0.347;0.485;"Intermediate"
"TT_C0996";-0.589;0;0.573;0.581;0.141;"Intermediate"
"TT_C0997";0.393;1.9;-0.412;0.012;0.473;"Intermediate"
"TT_C0998";-0.72;1.165;-0.369;-0.322;-0.061;"Intermediate"
"TT_C0999";0.212;-0.171;0.655;0.084;0.195;"Intermediate"
"TT_C1000";0.638;0.969;0.311;1.307;0.806;"Highly Permissive"
"TT_C1001";-0.422;0.081;-0.506;-0.591;-0.359;"Intermediate"
"TT_C1002";0.121;-0.92;-0.616;-0.71;-0.531;"Intermediate"
"TT_C1003";-0.167;-0.692;-0.752;-0.214;-0.456;"Intermediate"
"TT_C1004";-0.055;0.344;0.9;1.476;0.667;"Highly Permissive"
"TT_C1005";0.174;1.963;0.306;0.657;0.775;"Highly Permissive"
"TT_C1006";0.832;0.081;0.893;1.49;0.824;"Highly Permissive"
"TT_C1007";-0.546;-0.619;-0.74;-0.74;-0.661;"Intermediate"
"TT_C1008";-0.701;1.572;-0.092;0.619;0.35;"Intermediate"
"TT_C1009";-0.5;1.468;-0.726;-0.732;-0.123;"Intermediate"
"TT_C1010";1.377;1.02;1.248;0.922;1.142;"Highly Permissive"
"TT_C1011";-0.92;1.247;0.259;-0.124;0.115;"Intermediate"
"TT_C1012";-0.457;-0.134;0.201;-0.496;-0.221;"Intermediate"
"TT_C1013";-0.355;1.598;-0.146;-0.008;0.272;"Intermediate"
"TT_C1014";0.085;1.508;-0.394;-0.027;0.293;"Intermediate"
"TT_C1015";-0.286;-0.286;-0.386;-0.755;-0.428;"Intermediate"
"TT_C1016";-0.516;-0.888;-0.528;-0.481;-0.603;"Intermediate"
"TT_C1017";-0.357;-0.895;-0.317;-0.374;-0.486;"Intermediate"
"TT_C1018";-0.738;-0.872;-0.519;-0.37;-0.625;"Intermediate"
"TT_C1019";-0.56;-0.33;-0.738;0.964;-0.166;"Intermediate"
"TT_C1020";-0.063;0.285;0.337;0.903;0.365;"Intermediate"
"TT_C1021";0.642;0.183;0.099;0.382;0.327;"Intermediate"
"TT_C1022";0.675;-0.847;-0.653;-0.489;-0.329;"Intermediate"
"TT_C1023";-0.92;-0.92;-0.802;-0.799;-0.86;"Less Permissive"
"TT_C1024";-0.07;-0.92;-0.818;-0.711;-0.63;"Intermediate"
"TT_C1025";0.346;-0.281;-0.513;0.023;-0.106;"Intermediate"
"TT_C1026";0.202;0.263;0.565;0.597;0.407;"Intermediate"
"TT_C1027";-0.417;-0.826;-0.572;-0.647;-0.615;"Intermediate"
"TT_C1028";-0.598;0.969;-0.429;-0.53;-0.147;"Intermediate"
"TT_C1029";-0.644;-0.707;0.551;1.117;0.079;"Intermediate"
"TT_C1030";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C1031";-0.547;0.515;-0.752;-0.44;-0.306;"Intermediate"
"TT_C1032";-0.599;-0.467;-0.727;0.331;-0.366;"Intermediate"
"TT_C1033";0.824;0.538;0.487;0.799;0.662;"Highly Permissive"
"TT_C1034";-0.767;-0.92;-0.388;-0.665;-0.685;"Intermediate"
"TT_C1035";-0.16;0.934;-0.419;-0.649;-0.073;"Intermediate"
"TT_C1036";0.611;-0.22;0.726;0.457;0.393;"Intermediate"
"TT_C1037";-0.617;-0.313;-0.463;-0.494;-0.472;"Intermediate"
"TT_C1038";-0.165;-0.136;0.789;0.415;0.226;"Intermediate"
"TT_C1039";-0.548;-0.92;-0.81;-0.799;-0.769;"Intermediate"
"TT_C1040";-0.506;-0.92;-0.845;-0.799;-0.767;"Intermediate"
"TT_C1041";-0.189;-0.283;-0.297;-0.108;-0.219;"Intermediate"
"TT_C1042";-0.506;-0.13;-0.17;-0.582;-0.347;"Intermediate"
"TT_C1043";0.069;2.129;2.37;1.732;1.575;"Highly Permissive"
"TT_C1044";-0.309;-0.614;-0.63;-0.799;-0.588;"Intermediate"
"TT_C1045";0.13;-0.263;-0.155;0.098;-0.048;"Intermediate"
"TT_C1046";-0.636;-0.877;-0.562;-0.576;-0.663;"Intermediate"
"TT_C1047";-0.44;0.174;-0.082;0.823;0.119;"Intermediate"
"TT_C1048";0.72;0.656;1.316;1.16;0.963;"Highly Permissive"
"TT_C1049";-0.553;-0.92;-0.09;0.02;-0.385;"Intermediate"
"TT_C1050";0.008;1.339;0.824;0.164;0.584;"Intermediate"
"TT_C1051";-0.499;-0.92;-0.456;-0.544;-0.605;"Intermediate"
"TT_C1052";-0.529;0.901;-0.238;0.061;0.049;"Intermediate"
"TT_C1053";-0.507;-0.871;-0.38;-0.711;-0.617;"Intermediate"
"TT_C1054";1.501;2.074;2.531;2.372;2.119;"Highly Permissive"
"TT_C1055";0.437;2.217;0.046;0.72;0.855;"Highly Permissive"
